genesymbol,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,workflow
Ccdc120,4.965698839506472e-12,1.007726977026219,0.183,0.086,9.984530656595665e-8,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Pld3,4.986635966994124e-12,0.6070694408232138,0.393,0.244,1.0026628938835085e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Kank3,5.022108726169028e-12,0.5202809822193253,0.24,0.124,1.0097954015708065e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Tmem19,5.159365828506261e-12,0.6808681190823014,0.346,0.207,1.0373936871377539e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Rab6a,5.178699747081451e-12,0.3778478464651991,0.873,0.744,1.0412811581456673e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Ank,5.300052283370045e-12,0.4438423349537125,0.582,0.403,1.0656815126172149e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Akt1,5.317800129800437e-12,0.34107454286322647,0.904,0.81,1.0692500720989738e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Crtc3,5.321300233005817e-12,0.38745296789507866,0.682,0.51,1.0699538378504798e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Pik3r2,5.412714681693785e-12,0.42712307490995893,0.654,0.479,1.0883345410481695e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Ube2o,5.460567091070563e-12,0.4383873157952795,0.569,0.394,1.0979562250015581e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Zdhhc13,5.6117944074909856e-12,0.5472839167273809,0.431,0.271,1.1283635015142129e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Rps6ka5,5.687397740850058e-12,0.33917445529104756,0.703,0.543,1.1435650637527213e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Dtna,5.731208486827938e-12,0.3303624487558429,0.448,0.278,1.1523740904464937e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Arsb,5.753154478155678e-12,0.7313875960092582,0.291,0.164,1.1567867709227621e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Aprt,5.775407159866639e-12,0.3007013434037824,0.89,0.764,1.1612611176343853e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Kif3a,6.066274396093642e-12,0.31152019065291103,0.86,0.72,1.219745792822549e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Cdc42bpa,6.1673228916401505e-12,0.3966311041493774,0.775,0.645,1.240063613822085e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Gm15728,6.342591771049278e-12,1.6372840538702214,0.087,0.029,1.2753049274048784e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Mcts1,6.440669063859843e-12,0.36737068486852065,0.817,0.69,1.2950253286702985e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Gm26793,6.655926151969695e-12,2.301956004463607,0.045,0.009,1.3383070713765468e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Nkain1,6.658762487598695e-12,0.540284551411582,0.482,0.321,1.3388773733814697e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Ltbp3,6.718784067092753e-12,-1.7450635843016695,0.055,0.178,1.35094591237034e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Dubr,6.85545656573313e-12,0.9497268742761578,0.208,0.105,1.3784266516719605e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Brd3os,7.182153178994757e-12,0.9252648168342464,0.24,0.128,1.4441155397004757e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
March4,7.252894453736493e-12,0.3380980451863598,0.342,0.194,1.4583394878127966e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
